  0.000000000000000E+000  0.316539953654849E+002  0.193879634569072E-012  0.359170087722983E+003 -0.147945845163998E-012  0.441693118913752E+001  0.730553718305252E-013  0.996194698100000E+000  0.000000000000000E+000 -0.871557427500000E-001  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.871557427500000E-001  0.000000000000000E+000  0.996194698100000E+000 -0.239684444362860E+000  0.000000000000000E+000  0.209696717056500E-001
  0.625000000000000E-002 -0.660972402159584E+001  0.801581023779363E-013  0.250128730381815E+003 -0.397963891560330E-012  0.555595287220618E+001  0.330928193954476E-013  0.995890250800503E+000  0.000000000000000E+000 -0.905682525908781E-001  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.905682525908781E-001  0.000000000000000E+000  0.995890250800503E+000 -0.239611194342601E+000  0.000000000000000E+000  0.217907215733653E-001
  0.125000000000000E-001 -0.869494408552255E+001 -0.337637903746746E-013  0.263884434316075E+003 -0.344716368820446E-012  0.784211713327936E+001 -0.844696034256618E-013  0.995574610286134E+000  0.000000000000000E+000 -0.939744399848501E-001  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.939744399848501E-001  0.000000000000000E+000  0.995574610286134E+000 -0.239535251234844E+000  0.000000000000000E+000  0.226102502603549E-001
  0.187500000000000E-001 -0.107858643315320E+002  0.173463673980301E-013  0.278159116796251E+003 -0.659197941281490E-012  0.842920180928363E+001 -0.379461430594880E-013  0.995248347828641E+000  0.000000000000000E+000 -0.973690205415157E-001  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.973690205415157E-001  0.000000000000000E+000  0.995248347828641E+000 -0.239456752487571E+000  0.000000000000000E+000  0.234269863422887E-001
  0.250000000000000E-001 -0.127015807054341E+002 -0.992565404867030E-013  0.290871384800847E+003 -0.903467178424696E-012  0.881459573421479E+001 -0.481859758221232E-013  0.994912104507545E+000  0.000000000000000E+000 -0.100746733551127E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.100746733551127E+000  0.000000000000000E+000  0.994912104507545E+000 -0.239375852344515E+000  0.000000000000000E+000  0.242396640924012E-001
  0.312500000000000E-001 -0.145185313802837E+002  0.228076238451003E-012  0.302639075420717E+003  0.550698133655244E-013  0.913643047411504E+001  0.163101996701394E-012  0.994566589337258E+000  0.000000000000000E+000 -0.104102350554192E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.104102350554192E+000  0.000000000000000E+000  0.994566589337258E+000 -0.239292721394544E+000  0.000000000000000E+000  0.250470255433385E-001
  0.375000000000000E-001 -0.162888236525383E+002  0.154638454819001E-012  0.313774363341913E+003 -0.106894556103299E-011  0.942302605894041E+001 -0.312464237896055E-013  0.994212576963785E+000  0.000000000000000E+000 -0.107430683810005E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.107430683810005E+000  0.000000000000000E+000  0.994212576963785E+000 -0.239207546017487E+000  0.000000000000000E+000  0.258478225246872E-001
  0.437500000000000E-001 -0.180409496108888E+002 -0.133480032582511E-012  0.324449497854898E+003 -0.462653590429636E-012  0.969202526260496E+001 -0.110220712255631E-012  0.993850904942615E+000  0.000000000000000E+000 -0.110726594644642E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.110726594644642E+000  0.000000000000000E+000  0.993850904942615E+000 -0.239120527729193E+000  0.000000000000000E+000  0.266408186715008E-001
  0.500000000000000E-001 -0.197906936374787E+002  0.859147822329653E-013  0.334768445843444E+003  0.154192915795842E-012  0.995171505808501E+001  0.623388543596778E-013  0.993482470612084E+000  0.000000000000000E+000 -0.113985001659713E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.113985001659713E+000  0.000000000000000E+000  0.993482470612084E+000 -0.239031882429267E+000  0.000000000000000E+000  0.274247913993269E-001
  0.562500000000000E-001 -0.215461514101676E+002  0.300741202774457E-012  0.344793438178566E+003  0.135975292303079E-011  0.102060378027904E+002  0.248941038061035E-012  0.993108227578985E+000  0.000000000000000E+000 -0.117200888784091E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.117200888784091E+000  0.000000000000000E+000  0.993108227578985E+000 -0.238941839555504E+000  0.000000000000000E+000  0.281985338414523E-001
