 # Integral loads: N.components: 1
 #                 Ref.sys     : MomentRef
 #                 Components  : wing
 #  t , Fx , Fy , Fz , Mx , My , Mz , ref_mat(9) , ref_off(3) 
  0.000000000000000E+000 -0.693965129531656E+002  0.630979643534424E-013  0.115788812394641E+004  0.908437507510240E-012 -0.314962468432636E+001  0.256350037551589E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.625000000000000E-002 -0.114039200920574E+003 -0.113416220859364E-012  0.709973441757614E+003  0.950211254124866E-012  0.141301094431853E+002  0.430434313712647E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.125000000000000E-001 -0.117266038550889E+003  0.479592060509404E-012  0.680375317846555E+003  0.154180206206334E-011  0.208792167870420E+002  0.580856415396958E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.187500000000000E-001 -0.123133679539759E+003  0.383470165343791E-012  0.707483807292696E+003  0.138318516987312E-011  0.217294386799769E+002  0.647437589998412E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.250000000000000E-001 -0.128342836392536E+003  0.509071951260154E-012  0.725167482495535E+003  0.105830403641927E-011  0.213972833819379E+002  0.624928699500399E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.312500000000000E-001 -0.132361912367467E+003  0.455721398118225E-012  0.736811338917134E+003  0.145649122103297E-011  0.212431027556737E+002  0.655859340361470E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.375000000000000E-001 -0.135404488380513E+003  0.175453401807246E-012  0.745026867719725E+003  0.651715517663298E-012  0.211903755812162E+002  0.681896441569185E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.437500000000000E-001 -0.137651889580934E+003  0.820780943211474E-012  0.750815742526484E+003  0.144473915122956E-011  0.211829884313906E+002  0.656542892534667E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.500000000000000E-001 -0.139342214703235E+003  0.648184630969162E-012  0.755136864696156E+003  0.101508555727658E-011  0.211832148436838E+002  0.651589000637276E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.562500000000000E-001 -0.140629011854646E+003  0.652746953710981E-012  0.758431353256154E+003  0.149736465865358E-011  0.211834092544746E+002  0.643393733602837E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
  0.625000000000000E-001 -0.141615193372709E+003  0.561035592983039E-012  0.760934758401776E+003  0.823366191546326E-012  0.211860134264816E+002  0.656444201340561E-012  0.965900000000000E+000  0.000000000000000E+000 -0.258800000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.258800000000000E+000  0.000000000000000E+000  0.965900000000000E+000 -0.232395540000000E+000  0.000000000000000E+000  0.622672800000000E-001
